title_deed_no,estate,township,erf,portion,sectional_scheme,unit,suburb,street,street_number,sales_date,registration_date,sales_price,size_m2,price_per_m2,possible_land_only,buyer_type,seller_type,number_of_owners,property_type,is_market_sale,data_source
ST30738/2024,Thompsons Bay,SHAKAS ROCK,244,1,SS CHAKAS DUNES,2,Thompsons Bay,,,,2024-11-04,0,123,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST30743/2024,Thompsons Bay,SHAKAS ROCK,244,1,SS CHAKAS DUNES,2,Thompsons Bay,,,2024-09-12,2024-11-04,2350000,123,19105,False,natural_person,legal_entity,2,sectional_title,True,lightstone_export
ST30739/2024,Thompsons Bay,SHAKAS ROCK,244,1,SS CHAKAS DUNES,3,Thompsons Bay,,,,2024-11-04,0,67,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST30740/2024,Thompsons Bay,SHAKAS ROCK,244,1,SS CHAKAS DUNES,4,Thompsons Bay,,,,2024-11-04,0,67,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST30741/2024,Thompsons Bay,SHAKAS ROCK,244,1,SS CHAKAS DUNES,5,Thompsons Bay,,,,2024-11-04,0,48,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST30744/2024,Thompsons Bay,SHAKAS ROCK,244,1,SS CHAKAS DUNES,5,Thompsons Bay,,,2024-06-08,2024-11-04,1100000,48,22916,False,natural_person,legal_entity,1,sectional_title,True,lightstone_export
ST30742/2024,Thompsons Bay,SHAKAS ROCK,244,1,SS CHAKAS DUNES,6,Thompsons Bay,,,,2024-11-04,0,48,0,False,legal_entity,,1,sectional_title,False,lightstone_export
ST30745/2024,Thompsons Bay,SHAKAS ROCK,244,1,SS CHAKAS DUNES,6,Thompsons Bay,,,2024-07-26,2024-11-04,1100000,48,22916,False,natural_person,legal_entity,2,sectional_title,True,lightstone_export
ST30493/2024,Thompsons Bay,SHAKAS ROCK,80,10,SS MARTINIQUE CHAKAS ROCK,55,Thompsons Bay,Ocean,67,2024-08-08,2024-10-31,3900000,138,28260,False,natural_person,natural_person,1,sectional_title,True,lightstone_export
ST30240/2024,Thompsons Bay,SHAKAS ROCK,204,14,SS KALLISTI,30,Thompsons Bay,Ocean,101,2024-09-25,2024-10-30,2200000,120,18333,False,natural_person,natural_person,2,sectional_title,True,lightstone_export
